2022-01-04,研发,8,云图平台V1.4
2022-01-05,研发,8,云图平台V1.4
2022-01-06,其他,1,undefined
2022-01-06,研发,7,云图平台V1.4
2022-01-07,研发,8,云图平台V1.4
2022-01-10,研发,8,云图平台V1.4
2022-01-11,研发,8,云图平台V1.4
2022-01-12,其他,7,undefined
2022-01-12,研发,0,云图平台V1.4
2022-01-13,其他,2,undefined
2022-01-13,其他,3,undefined
2022-01-13,其他,2,undefined
2022-01-13,研发,1,云图平台V1.4
2022-01-14,其他,4,undefined
2022-01-14,研发,1,云图平台V1.4
2022-01-14,其他,2,undefined
2022-01-17,研发,8,云图平台V1.4
2022-01-19,研发,8,云图平台V1.4.2
2022-01-20,研发,7.11,云图平台V1.4.2
2022-01-20,研发,0.89,云图V1.4.1
2022-01-21,研发,3,云图平台V1.4.2
2022-01-21,研发,5,云图V1.4.1
2022-01-24,研发,0.89,云图平台V1.4.1
2022-01-24,研发,7.11,云图平台V1.4.2
2022-01-25,研发,1,云图平台V1.4.1
2022-01-25,研发,7,云图平台V1.4.2
2022-01-26,研发,8,云图平台V1.4.2
2022-01-26,研发,0,云图平台V1.4.1
2022-01-27,研发,8,云图平台V1.4.2
2022-02-15,研发,1,云图平台V1.4.2
2022-03-02,研发,6.22,云图平台V1.5
2022-03-03,研发,8,云图平台V1.5
2022-03-07,研发,8,云图平台V1.5
2022-03-08,研发,8,云图平台V1.5
2022-03-09,研发,5.6,云图平台V1.5
2022-03-10,研发,3.56,云图平台V1.5
2022-03-11,其他,8,undefined
2022-03-15,研发,0.89,云图平台V1.5
2022-03-28,研发,4,云图平台-前端SDK专项项目
2022-03-29,研发,8,云图平台-前端SDK专项项目
2022-03-31,研发,4,云图平台-前端SDK专项项目
2022-03-31,研发,4,云图平台V2.0
2022-04-01,研发,7,云图平台-前端SDK专项项目
2022-04-01,研发,1,云图平台V2.0
2022-04-06,研发,6,云图平台V1.6
2022-04-06,研发,1,云图平台V2.0
2022-04-07,研发,5,云图平台V1.6
2022-04-07,研发,2,云象-V1.0
2022-04-08,研发,8,云图平台V1.6
2022-04-11,研发,8,云图平台V1.6
2022-04-12,研发,8,云图平台V1.6
2022-04-13,研发,8,云图平台V1.6
2022-04-14,研发,8,云图平台V1.6
2022-04-15,研发,8,云图平台V1.6
2022-04-18,研发,2,云图平台V2.0
2022-04-18,研发,6,云图平台V1.6
2022-04-19,研发,6.22,云图平台V2.0
2022-04-19,研发,1.78,云图平台V1.6
2022-04-21,研发,2,云图平台V1.6
2022-04-21,研发,5,云图平台V2.0
2022-04-21,研发,1,云象-V1.0
2022-04-22,研发,8,云图平台V2.0
2022-04-24,研发,8,云图平台V2.0
2022-04-24,研发,0,云图平台V1.6
2022-04-25,研发,8,云图平台V2.0
2022-04-26,研发,8,云图平台V2.0
2022-04-27,研发,8,云图平台V2.0
2022-04-28,研发,8,云图平台V2.0
2022-04-29,研发,8,云图平台V2.0
2022-05-05,研发,8,云图平台V2.0
2022-05-06,研发,4.44,云图平台V2.0
2022-05-06,研发,3.56,云象-V1.0
2022-05-07,研发,3,云图平台V2.0
2022-05-07,研发,5,云象-V1.0
2022-05-09,研发,5,云图平台V2.0
2022-05-09,研发,3,云象-V1.0
2022-05-10,研发,1,云象-V1.0
2022-05-10,研发,7,云图平台V2.0
2022-05-11,研发,1,云图平台V2.0
2022-05-12,研发,2,云图平台V2.0
2022-05-13,研发,3,云图平台V2.0
2022-05-16,研发,2,云象-V1.0
2022-05-16,研发,2,云图平台V2.0
2022-05-17,研发,0,云图平台V2.0
2022-05-19,研发,0,云图平台V2.0
2022-06-01,研发,2,云图V3.0
2022-06-06,研发,4,云图V3.0
2022-06-08,研发,7.11,云图V3.0
2022-06-09,研发,8,云图V3.0
2022-06-10,研发,8,云图V3.0
2022-06-11,研发,8,云图V3.0
2022-06-13,研发,4,云图V3.0
2022-06-14,研发,8,云图V3.0
2022-06-15,研发,3.56,云图V3.0
2022-06-16,研发,7,云图V3.0
2022-06-17,研发,8,云图V3.0
2022-06-18,研发,8,云图V3.0
2022-07-01,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-04,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-05,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-07,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-08,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-11,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-12,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-13,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-14,研发,6,信贷图谱V1.0（申请反欺诈）
2022-07-14,研发,2,建行亚洲反洗钱案例查证项目
2022-07-15,研发,8,信贷图谱V1.0（申请反欺诈）
2022-07-18,研发,0.89,信贷图谱V1.0（申请反欺诈）
2022-07-18,研发,7.11,建行亚洲反洗钱案例查证项目
2022-07-19,研发,8,建行亚洲反洗钱案例查证项目
2022-07-20,研发,1,信贷图谱V1.0（申请反欺诈）
2022-07-20,研发,7,建行亚洲反洗钱案例查证项目
2022-07-21,研发,8,建行亚洲反洗钱案例查证项目
2022-07-22,研发,8,建行亚洲反洗钱案例查证项目
2022-07-25,其他,4,undefined
2022-07-25,研发,4,建行亚洲反洗钱案例查证项目
2022-07-26,研发,4,建行亚洲反洗钱案例查证项目
2022-07-26,其他,4,undefined
2022-07-27,研发,8,建行亚洲反洗钱案例查证项目
2022-08-01,研发,2,建行亚洲反洗钱案例查证项目
2022-08-01,研发,6,云图平台V3.2
2022-08-02,研发,8,云图平台V3.2
2022-08-03,研发,8,云图平台V3.2
2022-08-04,研发,0,信贷图谱V1.0（申请反欺诈）
2022-08-04,研发,8,云图平台V3.2
2022-08-05,其他,5,undefined
2022-08-05,研发,2,云图平台V3.2
2022-08-08,研发,8,云图平台V3.1.1
2022-08-09,研发,7.11,云图平台V3.1.1
2022-08-09,研发,0.89,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022-08-10,研发,8,云图平台V3.1.1
2022-08-11,研发,8,云图平台V3.1.1
2022-08-12,研发,8,云图平台V3.1.1
2022-08-15,研发,8,云图平台V3.1.1
2022-08-16,研发,8,云图平台V3.1.1
2022-08-17,研发,8,云图平台V3.1.1
2022-08-18,研发,8,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022-08-19,研发,4.44,云图平台V3.1.1
2022-08-19,研发,3.56,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022-08-23,研发,4,云图平台V3.2
2022-08-23,研发,2,云图平台V3.1.1
2022-08-23,研发,2,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022-08-24,研发,8,云图平台V3.2
2022-08-24,研发,0,云图平台V3.1.1
2022-08-25,研发,4,云图平台V3.2
2022-08-26,研发,8,云图平台V3.2
2022-08-29,研发,8,云图平台V3.2
2022-08-30,研发,8,云图平台V3.2
2022-08-31,研发,8,云图平台V3.2
2022-09-01,售前,3,中银消金知识图谱投标
2022-09-01,其他,3,undefined
2022-09-01,研发,2,云图平台V3.2
2022-09-02,售前,8,中银消金知识图谱投标
2022-09-02,研发,0,云图平台V3.2
2022-09-05,售前,8,中银消金知识图谱投标
2022-09-06,研发,0,云图平台V3.2
2022-09-06,售前,8,中银消金知识图谱投标
2022-09-07,售前,8,中银消金知识图谱投标
2022-09-08,研发,1,云图平台V3.2
2022-09-08,售前,7,中银消金知识图谱投标
2022-09-09,研发,1,云图平台V3.2
2022-09-09,售前,6,中银消金知识图谱投标
2022-09-13,通用,4,前端基建
2022-09-13,研发,1,云图平台V3.2
2022-09-14,通用,8,前端基建
2022-09-15,通用,8,前端基建
2022-09-16,通用,8,前端基建
2022-09-16,研发,0,云图平台V3.2
2022-09-19,通用,8,前端基建
2022-09-20,其他,8,undefined
2022-09-23,其他,4,undefined
2022-09-23,研发,4,云图平台V3.2.2
2022-09-26,其他,6,undefined
2022-09-26,研发,2,云图平台V3.2.2
2022-09-27,其他,8,undefined
2022-09-28,其他,4,undefined
2022-09-28,研发,4,云图平台V3.2.2
2022-09-29,研发,1,云图平台V3.2.2
2022-09-29,其他,6,undefined
2022-09-29,其他,1,undefined
2022-09-30,其他,8,undefined
2022-10-08,其他,3,undefined
2022-10-08,研发,5,云图平台V3.2.2
2022-10-09,研发,8,云图平台V3.2.2
2022-10-10,研发,8,云图平台V3.2.2
2022-10-11,研发,8,云图平台V3.2.2
2022-10-12,研发,8,云图平台V3.2.2
2022-10-13,研发,0,模糊匹配
2022-10-13,研发,8,云图平台V3.2.2
2022-10-14,研发,8,云图平台V3.2.2
2022-10-17,研发,8,云图平台V3.2.2
2022-10-18,研发,7.11,云图平台V3.2.2
2022-10-18,其他,0.89,undefined
2022-10-19,研发,8,云图平台V3.2.2
2022-10-20,研发,8,云图平台V3.2.2
2022-10-21,研发,8,云图平台V3.2.2
